text,iab_label,confidence
tupac musical already closing,IAB1 Arts & Entertainment,0.4
spinoffs acquisitions bring changes fortune 500,IAB3 Business,0.31
acdcs malcolm young taking break band breaking,IAB19 Technology & Computing,0.26
rolling stones fan sympathy mick jagger,IAB17 Sports,0.1
churches easter art trail,IAB1 Arts & Entertainment,0.39
rush limbaughs manufactured outrage colberts new late night gig,IAB1 Arts & Entertainment,0.2
jon hamm proud days softcore porn,IAB24 Uncategorized,0.22
sarah jessica parker return tv,IAB12 News,0.14
coldcocking zac efron actor punched face homeless dude,IAB1 Arts & Entertainment,0.47
seven celebs want money projects,IAB24 Uncategorized,0.12
oprah winfrey cancels lindsay lohan reality show,IAB1 Arts & Entertainment,0.26
dancing stars abby lee miller one tough judge,IAB1 Arts & Entertainment,0.34
chiquita irelands fyffes merge become top banana supplier,IAB8 Food & Drink,0.4
updated turkish drama winter sleep wins cannes top prize,IAB1 Arts & Entertainment,0.48
star wars 7 harrison ford miss eight weeks filming,IAB1 Arts & Entertainment,0.3
britney spears heads louisiana little sister jamie lynns wedding,IAB6 Family & Parenting,0.18
special guest crashed tammy unscripted results adorable,IAB24 Uncategorized,0.23
google releases independent docs apps ios android,IAB24 Uncategorized,0.15
stock index futures overperforming news,IAB12 News,0.74
samsung galaxy s5 sales strong korea ahead official release date,IAB19 Technology & Computing,0.19
update 5us regulators propose new net neutrality rules may,"IAB11 Law, Gov’t & Politics",0.26
likely acts include kate bush oasis,IAB1 Arts & Entertainment,0.66
honda used cars iihs rated best teen driver safety,IAB2 Automotive,0.35
jem holograms cast teaser poster revealed,IAB12 News,0.1
ecigarettes cause strikingly similar lung gene mutations compared,IAB15 Science,0.13
stock futures little changed indexes record levels micros gains,IAB24 Uncategorized,0.16
zack snyder offers first look batman vs superman batmobile,IAB1 Arts & Entertainment,0.23
microsoft finally fix bug blocking upgrade windows 81,IAB19 Technology & Computing,0.24
great naked celebs dailydish,IAB12 News,0.18
cannes watch ken loach done yet republic,IAB17 Sports,0.25
federal trade commission starts herbalife probe,IAB24 Uncategorized,0.13
imfs head investigation business dispute,IAB3 Business,0.78
morning futures roundup,IAB12 News,0.35
doctors offer tips prevent lyme disease,IAB12 News,0.21
inside kim kardashian kris jenners vienna trip hell,IAB20 Travel,0.72
security software bandaid windows xp machines,IAB19 Technology & Computing,0.47
gsk novartis unveil major billiondollar drug deal,IAB12 News,0.33
ecigarette bills pass missouri house senate day,"IAB11 Law, Gov’t & Politics",0.31
japan drugmaker takeda says fight 60 bln us damages order,IAB3 Business,0.33
stacy keibler marries jared pobre intimate beach ceremony mexico,IAB20 Travel,0.17
keith richards release childrens book set young punks straight,IAB24 Uncategorized,0.13
film review boyhood,IAB1 Arts & Entertainment,0.2
alibaba may seek 20 bln us initial public offering,IAB3 Business,0.55
ask button introduced facebook,IAB14 Society,0.08
kroger highly strategic vitacost deal confirms capable management,IAB3 Business,0.48
dinosaur found argentina could largest ever,IAB15 Science,0.36
transformers age extinction squashes tammy unexplosive 4th july,IAB24 Uncategorized,0.18
jlo accidentally drops fbomb american idol,IAB1 Arts & Entertainment,0.12
adrienne bailon vs rob kardashian excheetah girls star want,IAB17 Sports,0.16
argentina slides debt default talks us creditors fail,IAB12 News,0.21
article requested cannot found please refresh browser go back,IAB24 Uncategorized,0.35
4q economic growth us revised higher,IAB12 News,0.24
happened katherine heigl rise fall katherine heigl,IAB12 News,0.26
kim kardashian talks angels blessings wedding,IAB23 Religion & Spirituality,0.63
got toddler amputee cheers takes first steps,IAB6 Family & Parenting,0.24
new information 22 bodies counted ukraine wreckage site,IAB12 News,0.72
caterpillar said plan 50year debt part 2 billion sale,IAB3 Business,0.39
star wars 7 cast lando calrissian,IAB1 Arts & Entertainment,0.32
world wrestling entertainment inc nysewwe implement new pricing,IAB17 Sports,0.74
fed economist says big bank borrowing advantage increases risk,IAB12 News,0.21
miley cyrus torn grief,IAB24 Uncategorized,0.1
magic island appears nowhere titan saturns biggest moon,IAB20 Travel,0.18
patients would pay 100 year medical marijuana card illinois,"IAB11 Law, Gov’t & Politics",0.13
obama gets blowback proposed emissions cuts,IAB12 News,0.3
toyota outsells volkswagen gm first half rising demand suvs,IAB2 Automotive,0.49
go behind scenes new xmen days future past featurettes,IAB1 Arts & Entertainment,0.26
macbook air refresh brings haswell 100 price drop,IAB19 Technology & Computing,0.51
forexyen defensive euro firm ukraine anxiety ebbs,IAB3 Business,0.19
mans kickstarter potato salad takes,IAB8 Food & Drink,0.53
barclays cut 19000 jobs streamline become bad bank,IAB3 Business,0.43
monty pythons last stand wows london crowd,IAB1 Arts & Entertainment,0.2
jpmorgans dimon throat cancer begin treatment shortly,IAB12 News,0.17
girl sends terroristic tweet airline gets unwanted response,IAB20 Travel,0.69
cant swat pesky fly,IAB24 Uncategorized,0.27
lindsay lohan admits shes come close relapsing taking cocktail,IAB8 Food & Drink,0.24
google voice search easter egg unlocks cheat mode,IAB19 Technology & Computing,0.1
boeing gets 28 billion contract nasa,IAB3 Business,0.36
court hear dispute tv internet,IAB12 News,0.15
mh370 families demand release raw satellite data,IAB6 Family & Parenting,0.22
gwyneth paltrows mom annoyed split news,IAB12 News,0.68
people saying twitter nbcs community,IAB17 Sports,0.32
ben afflecks batman movie official title,IAB1 Arts & Entertainment,0.23
wrapup 3bullish us retail sales brighten growth outlook,IAB3 Business,0.24
evidence spotted universes early growth spurt 8 hours ago,IAB15 Science,0.14
big obstacles ahead tesla still isnt checking rear view,IAB24 Uncategorized,0.2
google luxottica reach glass eyewear deal,IAB22 Shopping,0.11
china 20 farmland poisoned toxic metals,IAB24 Uncategorized,0.11
news briefs around kentucky 158 edt,IAB12 News,0.44
jim kelly fighting cancer,IAB12 News,0.21
video last nights blood moon see,IAB12 News,0.16
beyonce jayz kick stadium tour 43 song set,IAB20 Travel,0.3
iraq sends us gas prices higher,IAB12 News,0.25
federal reserve sharply cuts forecast us economic growth,IAB12 News,0.22
gm may criminally liable deaths,"IAB11 Law, Gov’t & Politics",0.17
dispose unused expired prescription drugs april 26,IAB12 News,0.1
chinese tycoons fancy lunch hundreds homeless new yorkers turns sour,IAB8 Food & Drink,0.23
marion cotillard dazzles sequin mini dress two days one night photo call,IAB18 Style & Fashion,0.22
gm reveals pricing invehicle 4g lte service,IAB20 Travel,0.15
watch first trailer leave jason bateman tina,IAB1 Arts & Entertainment,0.14
avicii concert ends dozens hospitalized,IAB1 Arts & Entertainment,0.27
apple inc aapl news wsjs apple comcast story accurate news,IAB12 News,0.78
fiat says truth vw merger report,IAB2 Automotive,0.64
kim kardashian kanye west wed privately week,IAB1 Arts & Entertainment,0.21
tesla model iii announced go bmw 3 series,IAB2 Automotive,0.26
microsoft defends initial plans bundle kinect xbox one,IAB19 Technology & Computing,0.4
ap newsalert,IAB12 News,0.62
apples slowing iphone ipad sales test investor resolve,IAB19 Technology & Computing,0.33
victoria beckham david beckhams anniversary 15 secrets 15 years,IAB24 Uncategorized,0.11
rana plaza tragedy miracle survivor builds new life,IAB12 News,0.13
jimmy fallon jennifer lopez finally get dance tonight show,IAB1 Arts & Entertainment,0.55
game thrones season 4 spoilers sansa stark necklace mean,IAB12 News,0.21
pharrells happy play loop 13 days,IAB1 Arts & Entertainment,0.23
microsofts new ceo sending memos cutting jobs,IAB3 Business,0.44
say goodbye tvs golden age comcasts rise net neutralitys,IAB24 Uncategorized,0.19
objects found mh370 search area,IAB24 Uncategorized,0.09
mariah careys blinged birthday gift nick cannon,IAB2 Automotive,0.13
bryan singer xmen director faces new sex abuse charges second lawsuit,IAB1 Arts & Entertainment,0.36
god country,IAB23 Religion & Spirituality,0.31
samsung push common wearables base,IAB7 Health & Fitness,0.1
invest ipos,IAB19 Technology & Computing,0.4
