text,iab_label,confidence
michael jacksons singles sell 4 million uk copies 5 years,IAB1 Arts & Entertainment,0.26
orchestrating alstom follows long french tradition,IAB2 Automotive,0.19
indias modi draws twitter facebook,IAB1 Arts & Entertainment,0.28
objects spotted mh370 search need checked,IAB24 Uncategorized,0.1
emma stone joaquin phoenix join woody allens next movie,IAB1 Arts & Entertainment,0.28
secular technology apple wants emojis multicultural,IAB14 Society,0.24
justin bieber faa clears singer weed flight,IAB20 Travel,0.29
uncertainty persists healthcare deadline approaches,IAB24 Uncategorized,0.51
ford sparks star wars safety concerns,IAB20 Travel,0.16
emma stone approved andrew garfields spiderman package,IAB1 Arts & Entertainment,0.31
apples interest beats electronics stirs speculation,IAB24 Uncategorized,0.2
hong kongs privacy chief amplifies call google extend right forgotten,IAB24 Uncategorized,0.22
audi announces move apples carplay,IAB2 Automotive,0.23
video letterman welcomes colbert late show ceremonial selfie,IAB12 News,0.12
city stands teen drinking parentteen agreement posted online,IAB12 News,0.21
rock legend steve perry returns stage,IAB1 Arts & Entertainment,0.39
ten quick ways get better battery life phone,IAB19 Technology & Computing,0.13
jpmorgan chase investing detroits community,IAB3 Business,0.37
banner alzheimers institute partners novartis new alzheimers,IAB12 News,0.24
five things know stocks open,IAB12 News,0.16
massive ebay hack change password,IAB3 Business,0.18
markets heading,IAB22 Shopping,0.21
toyota shift 1000 kentucky employees new outofstate headquarters,IAB3 Business,0.25
repeat pfizer ceo defends astrazeneca deal claims deal winwin,IAB3 Business,0.34
kardashian fash kylie jenners veil vs kim kardashians thighhigh split vs,IAB18 Style & Fashion,0.77
marvels new thor going woman,IAB12 News,0.21
microsoft hints surface mini launch may 20,IAB19 Technology & Computing,0.16
us unemployment falls 61 keep falling,IAB12 News,0.18
five individuals merscov test negative virus says health,IAB15 Science,0.25
tesla releases patents good mankind,IAB14 Society,0.32
dallas charge fees use plastic bags,IAB3 Business,0.12
guru asks bangkok post opinion,IAB23 Religion & Spirituality,0.15
health institute sedgwick county ranks 75th healthy lifestyle,IAB7 Health & Fitness,0.17
ann b davis alice brady bunch dies 88,IAB12 News,0.14
alibaba investing 215millon acquire stake tango mobile messaging,IAB3 Business,0.3
global marketsdollar steals march euro yen stimulus talk,IAB12 News,0.24
positive data boosts us stocks,IAB12 News,0.3
galaxy s5 bests nexus 5 iphone 5s htc one m8 torture gauntlet,IAB19 Technology & Computing,0.27
birmingham gets f air quality improves across nation,IAB12 News,0.18
us cpi 2 years feds narayana kocherlakota,IAB19 Technology & Computing,0.11
voice childhood casey kasem,IAB6 Family & Parenting,0.15
bachelorette 2014 spoilers andi dorfmans final four predictions,IAB12 News,0.41
new batmobile looks like zack snyder tweets teaser,IAB2 Automotive,0.45
important poll robin thicke keeps apologizing ever get paula back,IAB12 News,0.17
rob kardashian compelled leave kimkanye wedding,IAB20 Travel,0.17
kim kardashian goes back blonde hair see new look,IAB18 Style & Fashion,0.23
5 favorite arnold schwarzenegger roles,IAB1 Arts & Entertainment,0.22
maya rudolphs variety bid,IAB1 Arts & Entertainment,0.23
social security stops taking refunds collect old debts,IAB14 Society,0.51
captain america winter soldier movie cast rumors samuel l jackson,IAB1 Arts & Entertainment,0.2
smith wesson q1 profit shares plunge outlook,IAB15 Science,0.4
dont sweat twitter incs selloff,IAB24 Uncategorized,0.18
fed meeting may give clues interest rates,IAB12 News,0.14
tom brady mansion sold hiphop star dr dre,IAB1 Arts & Entertainment,0.19
cleanup continues ucla following massive sunset blvd water main break,IAB12 News,0.14
heart bleed bug test netcraft browser plugin identifies checks sites,IAB19 Technology & Computing,0.17
aereo,IAB1 Arts & Entertainment,0.11
report number iowans alzheimers disease expected grow video,IAB12 News,0.53
prolonged tv viewing sitting ups risk cancers,IAB12 News,0.17
upcoming batman vs superman film gets official title logo,IAB1 Arts & Entertainment,0.24
danica mckellar gets eliminated dancing stars,IAB1 Arts & Entertainment,0.17
powerful cars full force new york auto show,IAB2 Automotive,0.64
higher education college offers sociology miley cyrus course,IAB14 Society,0.62
marvel turns thor woman,IAB20 Travel,0.22
worlds deepest cave new beetle species discovered,IAB12 News,0.35
microsoft updates privacy policy longer snoop hotmail,IAB19 Technology & Computing,0.19
experts challenge ecigarettes study,IAB15 Science,0.27
murdoch appoints sons new positions 21st century fox,IAB3 Business,0.23
situation charged fight tanning salon news weather,IAB12 News,0.67
tmobiles uncarrier 50 may include phone unlocking nextgen billing,IAB24 Uncategorized,0.23
targets ceo wake security breach,IAB12 News,0.2
saudi arabia reports 8 deaths mers virus,IAB12 News,0.39
huawei seeks move smartphone chain new ascend p7,IAB19 Technology & Computing,0.15
eruption alaskas pavlof volcano intensifies ash cloud reaches 22000 feet,IAB12 News,0.12
craig ferguson leave late late show desire replace letterman,IAB12 News,0.2
mila kunis ashton kutcher talking children,IAB6 Family & Parenting,0.48
parasailing alert new guidelines stay safe avoid tragedy,IAB12 News,0.34
superstition full strawberry moon rises friday 13th,IAB24 Uncategorized,0.12
microsoft ie browser flaw govt agencies banking sector exposed india,IAB3 Business,0.3
really sign lastminute obamacare answers,"IAB11 Law, Gov’t & Politics",0.35
deutsche bank ag q2 profit quick facts,IAB3 Business,0.45
cross latest attempt stealth cellphone towers,IAB20 Travel,0.19
faa considers approving drones filming,"IAB11 Law, Gov’t & Politics",0.18
oz effect motivates congress condemn dr oz weight loss drugs,"IAB11 Law, Gov’t & Politics",0.39
normal heart tv review,IAB24 Uncategorized,0.14
hertz spin equipment renting business,IAB3 Business,0.75
bruce jenner headed paris kimyes wedding,IAB20 Travel,0.32
sum 41 singer deryck whibley hospitalized alcohol abuse,IAB12 News,0.11
kim kardashian vows fight racism new blog,IAB12 News,0.19
white house week ahead russia waiting game obamacare deadline,"IAB11 Law, Gov’t & Politics",0.54
twitter earnings watch,IAB3 Business,0.13
mental disorder factor pistorius shooting,IAB12 News,0.19
gm reveals pay plan amid fresh recalls,IAB3 Business,0.26
teradata announces teradata querygrid big data solution,IAB19 Technology & Computing,0.19
game thrones rape scene unnecessary despicable,IAB1 Arts & Entertainment,0.45
bitcoins tax fairy dust second life still tax,IAB13 Personal Finance,0.2
website security breach heartbleed,IAB20 Travel,0.12
dating site matched wrong people experiment,IAB24 Uncategorized,0.25
new small engines 48v mild hybrids way fiat chrysler,IAB2 Automotive,0.56
expect microsofts 3qfy14 earnings announcement,IAB19 Technology & Computing,0.39
talking dead viewer recreates love actually scene andrew lincoln,IAB1 Arts & Entertainment,0.19
microsofts office ipad pretty well functional,IAB19 Technology & Computing,0.5
mers virus vaccine developed hopes mers cure,IAB15 Science,0.3
macklemore issues apology controversial costume,IAB1 Arts & Entertainment,0.25
end windows xp support paints prime target hackers,IAB19 Technology & Computing,0.42
harry potter back going grey new jk rowling story,IAB1 Arts & Entertainment,0.23
amazon orders dramas bosch four series,IAB1 Arts & Entertainment,0.28
new mystery nasa jupiters red spot shrinking,IAB12 News,0.25
youll hard time getting hands oneplus one,IAB24 Uncategorized,0.1
heres kourtney khloé kylie kim kendall hit,IAB1 Arts & Entertainment,0.14
japan banned killing whales international court finds scientific,IAB15 Science,0.54
diaz talks smelly sex scenes,IAB12 News,0.31
kuwait expects oil price ease,IAB12 News,0.19
1643 nobelwinning author marquez dies 87,IAB12 News,0.16
bachelorette 10 episode 2 recap,IAB12 News,0.15
brittany murphys final film released,IAB1 Arts & Entertainment,0.14
google maps helping,IAB20 Travel,0.09
florida officials send vibrio vulnificus flesheating bacteria warning,IAB12 News,0.18
instagram may ditch foursquare location tagging,IAB24 Uncategorized,0.12
exscandal star arrested public intoxication,IAB12 News,0.32
facebook developing videochat app take snapchat,IAB19 Technology & Computing,0.27
627 530pm healthwatch cdc alcohol linked 1 10 deaths,IAB12 News,0.41
shia labeouf chased homeless man arrest,IAB12 News,0.16
beyonce jay z release fake run trailer,IAB1 Arts & Entertainment,0.22
twitter operating chief quits,IAB24 Uncategorized,0.16
apple talks buy beats electronics 32 billion,IAB22 Shopping,0.14
