text,iab_label,confidence
sued disapearing imessage texts apple,IAB8 Food & Drink,0.11
met gala 2014 hollywoods stylish couples heat red carpet,IAB1 Arts & Entertainment,0.37
samsung galaxy s5 gets price cut india sales good,IAB19 Technology & Computing,0.2
stroke risk sleep apnea equal men women,IAB24 Uncategorized,0.16
review xmen days future past,IAB1 Arts & Entertainment,0.29
shareholder alert pomerantz llp investigates claims merger,IAB12 News,0.19
former tv judge joe brown arrested court meltdown,IAB12 News,0.22
logging okcupid makes bad matches part experiment,IAB24 Uncategorized,0.11
selena gomez wants kris jenner scooter braun new manager axing,IAB17 Sports,0.14
masayoshi son let sprint buy tmobile well start massive price war,IAB17 Sports,0.25
fury rolf harris unduly lenient jail term attorney general review sentence,"IAB11 Law, Gov’t & Politics",0.25
un seeks calm ebola fears wafrica,IAB12 News,0.14
microsoft brings office apples ipad,IAB19 Technology & Computing,0.47
chris brown faces another ride con air,IAB20 Travel,0.45
kim kardashian gets generous wedding gift ray j,IAB1 Arts & Entertainment,0.14
lowcarb vegan diet reduces weight heart disease risk study,IAB15 Science,0.43
cyrus remains hospitalised cancels another show,IAB24 Uncategorized,0.18
game thrones wedding brings surprise,IAB12 News,0.25
iss computer outage could delay mondays spacex rocket launch,IAB19 Technology & Computing,0.35
ford mustang celebrates 50 years atop empire state building,IAB2 Automotive,0.41
mad men recap dons back work,IAB24 Uncategorized,0.11
king digital box highlight strong ipo quarter,IAB3 Business,0.2
muppets wanted sends troupe eurotour,IAB20 Travel,0.53
robert downey jrs son arrested cocaine possession car pulled,IAB6 Family & Parenting,0.38
gbpusd falls 17000,IAB16 Pets,0.16
9 bestrated met mother episodes,IAB6 Family & Parenting,0.19
aronofskys noah one ridiculous magnificent movies ever,IAB1 Arts & Entertainment,0.2
samsung galaxy s5 ltea better galaxy s5 flagship ltea galaxy,IAB19 Technology & Computing,0.14
canada stockscp outlook valeant deal inject cheer tsx,IAB3 Business,0.2
googles european antitrust settlement jeopardy,IAB24 Uncategorized,0.14
captain america tops weekend box office charts 414m,IAB1 Arts & Entertainment,0.37
europe stock markets fall weak us data,IAB3 Business,0.16
netflix available via cable boxes,IAB24 Uncategorized,0.11
yawning help cool brain,IAB24 Uncategorized,0.08
nike changes digital sports priorities focus shift hardware,IAB17 Sports,0.67
gm recalls another 24m vehicles,IAB2 Automotive,0.46
robin thicke havent seen paula patton four months,IAB6 Family & Parenting,0.15
galaxy s5 mini release date coming soon handset name s5 dx,IAB12 News,0.24
feds yank approval palcohol powdered alcohol,"IAB11 Law, Gov’t & Politics",0.14
robin thicke trots tots new still madly crazy video,IAB1 Arts & Entertainment,0.14
caterpillar sells 500 million 50year bonds,IAB3 Business,0.41
katy perry thicke lorde set billboard awards,IAB1 Arts & Entertainment,0.2
directv dtv dish network dish stocks higher renewed merger talk,IAB3 Business,0.18
factbox yellen future tightening spotlight us fed meets,IAB12 News,0.34
tech startups may last line defense net neutrality,IAB24 Uncategorized,0.17
youtube announces new features including fan funding,IAB24 Uncategorized,0.1
less toxic transplant treatment sickle cell,IAB24 Uncategorized,0.16
uk services sector strong april,IAB3 Business,0.27
noah rises top us box office 44m debut,IAB1 Arts & Entertainment,0.34
drones satellites lasers mark zuckerberg outlines future internet,IAB19 Technology & Computing,0.2
fog lifts puzzle continues,IAB24 Uncategorized,0.29
mad men walking tour new york,IAB20 Travel,0.69
dropping windows reported azure rebranding reflects new era microsoft,IAB3 Business,0.34
cannes review un certain regard top prize winner doggy revenge film,IAB24 Uncategorized,0.29
letters south oakland eccentric,IAB24 Uncategorized,0.55
mutant dualboot android windows phone coming us spring,IAB19 Technology & Computing,0.37
lupitas fashion finally failed cfda look causes stir,IAB18 Style & Fashion,0.5
andi dorfmans final rose threehour season finale bachelorette,IAB1 Arts & Entertainment,0.1
would directv dish merge stop comcasts merger,IAB17 Sports,0.12
midnight rider team charged involuntary manslaughter train wreck,IAB20 Travel,0.25
latest information investigation missing malaysia airlines jet,IAB12 News,0.54
foxx announces highway repair fund rationing plan cities call congress,IAB12 News,0.37
gm recalling vehicles ignition switch issues despite safety assurances,IAB2 Automotive,0.35
author gabriel garcia marquez dies 87 10 poignant quotes,IAB14 Society,0.09
google bests apple worlds valuable brand,IAB3 Business,0.26
ios 711 available improves touch id fixes keyboard issues,IAB19 Technology & Computing,0.27
parents declare new charter autistic kids,IAB6 Family & Parenting,0.27
german market modestly lower,IAB3 Business,0.18
watch dogs preordered nextgen game gamestops history,IAB12 News,0.17
angela bassett directing whitney houston lifetime,IAB1 Arts & Entertainment,0.12
doctors parents start reading kids infancy,IAB6 Family & Parenting,0.31
update 2italys unicredit posts record 19 bln loss writedowns,IAB3 Business,0.34
ebay hack forces users change passwords,IAB3 Business,0.23
china offers 21 satellites find malaysian plane,IAB20 Travel,0.22
olivia wilde tweets birth announcement picture baby,IAB6 Family & Parenting,0.55
liza minnellis rep gifts shia labeouf cabaret dvd actors arrest,IAB1 Arts & Entertainment,0.25
beer crafters follow taste buds,IAB8 Food & Drink,0.31
grease live stage production aired fox,IAB1 Arts & Entertainment,0.3
nintendo pledge include samesex relationships tomodachi life sequel,IAB6 Family & Parenting,0.14
better way get hump day gaze upon ryan gosling,IAB1 Arts & Entertainment,0.11
gold struggles 1300 hovers near sixweek low,IAB24 Uncategorized,0.1
allman film executives indicted fatal ga train crash,IAB20 Travel,0.21
140 dead ebola outbreak,IAB12 News,0.24
galaxy s3 mini gets android 442 kitkat via cyanogenmod 11 rom,IAB19 Technology & Computing,0.18
boe minutes show mpc unanimous policy,IAB3 Business,0.16
us government warns microsoft internet explorer use,IAB19 Technology & Computing,0.23
trace adkins wife files divorce williamson county,IAB6 Family & Parenting,0.22
dawn planet apes brings new wrinkles saga,IAB24 Uncategorized,0.14
christ bearer may high pcp mutilated genitals,IAB24 Uncategorized,0.12
lululemons founder fights back integrys rallies,IAB8 Food & Drink,0.36
us scientists discover chicken hell dinosaur,IAB15 Science,0.58
nokia completes microsoft deal chennai plant excluded,IAB19 Technology & Computing,0.23
switching fonts could save us taxpayers 400 million per year,IAB24 Uncategorized,0.1
ericsson shares jump sales margins beat estimates,IAB3 Business,0.23
massive iraqi oil field begins production,IAB3 Business,0.2
million say theyll flee dc region independence day weekend aaa says,IAB20 Travel,0.25
cory monteiths mom speaks publicly first time sons death,IAB6 Family & Parenting,0.26
dixons group delivers strong results ahead name change,IAB3 Business,0.29
kim kanyes wedding preparation florence nearly complete credit,IAB18 Style & Fashion,0.15
users alter ad profiles facebook,IAB24 Uncategorized,0.11
jane fonda lily tomlin star netflix comedy friends creator,IAB1 Arts & Entertainment,0.39
acm awards 2014 george strait miranda lambert come top,IAB1 Arts & Entertainment,0.23
medtronic heads ireland 429 billion covidien buy,IAB3 Business,0.34
ibm q1 earnings drop hardware sales decline,IAB3 Business,0.45
lost cocreator damon lindelof tom perrotta team hbos leftovers,IAB6 Family & Parenting,0.14
github cofounder responds harassment allegations work,IAB19 Technology & Computing,0.48
tesla tsla linkedin lnkd beat q2 estimates bigger sales analyst blog,IAB3 Business,0.19
michigan man sees thanks bionic eye,IAB12 News,0.11
stephen fry monty python broke every rule comedy,IAB1 Arts & Entertainment,0.17
download free android apps pc enrich experience,IAB19 Technology & Computing,0.28
fireworks 17000 holiday coincidence,IAB1 Arts & Entertainment,0.17
bank america swings loss profit hurt legal charges republic,IAB3 Business,0.52
htc one m8 vs samsung galaxy s5 smartphone headtohead,IAB19 Technology & Computing,0.37
microsoft taiwan denies receiving layoff notices despite reports,IAB19 Technology & Computing,0.23
hbo stream shows cord cutters first,IAB12 News,0.2
netapp microsoft partner extend private storage microsoft azure public,IAB19 Technology & Computing,0.37
carbon dioxide levels nutrients crops study,IAB15 Science,0.57
voice welcome pharrell williams,IAB1 Arts & Entertainment,0.11
jennifer lawrence threw front miley cyrus oscars party video,IAB1 Arts & Entertainment,0.38
emma stone destroys jimmy fallon lip sync battle tonight show watch,IAB1 Arts & Entertainment,0.3
