text,iab_label,confidence,source,labels
religion ontake-kyō,IAB23 Religion & Spirituality,0.68,scraped,
religion konkōkyō,IAB23 Religion & Spirituality,0.68,scraped,
religion jukasuikataiseikyō,IAB23 Religion & Spirituality,0.68,scraped,
religion jingukyo,IAB23 Religion & Spirituality,0.68,scraped,
religion tingkao ragwang chapriak,IAB23 Religion & Spirituality,0.68,scraped,
religion fascist occultismariosophyesoteric nazismevolaismfascist mysticismnazi occultismstatolatry,IAB23 Religion & Spirituality,0.68,scraped,
religion zahv,IAB23 Religion & Spirituality,0.68,scraped,
religion israelite church of god in jesus christ,IAB23 Religion & Spirituality,0.68,scraped,
religion gamilaraay dreaming,IAB23 Religion & Spirituality,0.68,scraped,
religion larrakia dreaming,IAB23 Religion & Spirituality,0.68,scraped,
religion fukkotaikyōizumo-taishakyo,IAB23 Religion & Spirituality,0.68,scraped,
religion kalashism,IAB23 Religion & Spirituality,0.68,scraped,
religion ebisu cult,IAB23 Religion & Spirituality,0.68,scraped,
religion shinbutsu-shugoebisu cultgion cultfujikorokugō manzansect shintofukkotaikyōizumo-taishakyojingukyojukasuikataiseikyōkonkōkyōontake-kyōoomotokurozumikyōshugendōshrine shintoassociation of shinto shrineskokugakustate shinto,IAB23 Religion & Spirituality,0.68,scraped,
religion shintoshinbutsu-shugoebisu cultgion cultfujikorokugō manzansect shintofukkotaikyōizumo-taishakyojingukyojukasuikataiseikyōkonkōkyōontake-kyōoomotokurozumikyōshugendōshrine shintoassociation of shinto shrineskokugakustate shinto,IAB23 Religion & Spirituality,0.68,scraped,
religion matagi spirituality,IAB23 Religion & Spirituality,0.68,scraped,
religion ryukyuan religion,IAB23 Religion & Spirituality,0.68,scraped,
religion muismgasin faith,IAB23 Religion & Spirituality,0.68,scraped,
religion koshintō(historical)matagi spiritualityshintoshinbutsu-shugoebisu cultgion cultfujikorokugō manzansect shintofukkotaikyōizumo-taishakyojingukyojukasuikataiseikyōkonkōkyōontake-kyōoomotokurozumikyōshugendōshrine shintoassociation of shinto shrineskokugakustate shinto,IAB23 Religion & Spirituality,0.68,scraped,
religion tharu religion,IAB23 Religion & Spirituality,0.68,scraped,
religion nagpuria religion,IAB23 Religion & Spirituality,0.68,scraped,
religion tasmanian aboriginal spirituality,IAB23 Religion & Spirituality,0.68,scraped,
religion toda religion,IAB23 Religion & Spirituality,0.68,scraped,
religion shrine shintoassociation of shinto shrineskokugakustate shinto,IAB23 Religion & Spirituality,0.68,scraped,
religion tamil religion,IAB23 Religion & Spirituality,0.68,scraped,
religion sauria paharia religion,IAB23 Religion & Spirituality,0.68,scraped,
religion koyapunem,IAB23 Religion & Spirituality,0.68,scraped,
religion kota religion,IAB23 Religion & Spirituality,0.68,scraped,
religion khond traditional religion,IAB23 Religion & Spirituality,0.68,scraped,
religion vainakh religion,IAB23 Religion & Spirituality,0.68,scraped,
religion khabzeism,IAB23 Religion & Spirituality,0.68,scraped,
religion toto nature religion,IAB23 Religion & Spirituality,0.68,scraped,
religion rokugō manzan,IAB23 Religion & Spirituality,0.68,scraped,
religion sect shintofukkotaikyōizumo-taishakyojingukyojukasuikataiseikyōkonkōkyōontake-kyōoomotokurozumikyōshugendō,IAB23 Religion & Spirituality,0.68,scraped,
religion shuar shamanism,IAB23 Religion & Spirituality,0.68,scraped,
religion achuar religion,IAB23 Religion & Spirituality,0.68,scraped,
religion church universal and triumphant,IAB23 Religion & Spirituality,0.68,scraped,
religion orang seletar religion,IAB23 Religion & Spirituality,0.68,scraped,
religion murut religion,IAB23 Religion & Spirituality,0.68,scraped,
religion momolianism,IAB23 Religion & Spirituality,0.68,scraped,
religion melanau religion,IAB23 Religion & Spirituality,0.68,scraped,
religion pengarap iban,IAB23 Religion & Spirituality,0.68,scraped,
religion jakun religion,IAB23 Religion & Spirituality,0.68,scraped,
religion datuk keramat,IAB23 Religion & Spirituality,0.68,scraped,
religion sundanese wiwitan,IAB23 Religion & Spirituality,0.68,scraped,
religion wocekiye,IAB23 Religion & Spirituality,0.68,scraped,
religion sari dharam,IAB23 Religion & Spirituality,0.68,scraped,
religion four palaces,IAB23 Religion & Spirituality,0.68,scraped,
religion thánh trần worship,IAB23 Religion & Spirituality,0.68,scraped,
religion đạo mẫufour palaces,IAB23 Religion & Spirituality,0.68,scraped,
religion ca ong,IAB23 Religion & Spirituality,0.68,scraped,
religion wancho religion,IAB23 Religion & Spirituality,0.68,scraped,
religion ta oi animism,IAB23 Religion & Spirituality,0.68,scraped,
religion tampuan animism,IAB23 Religion & Spirituality,0.68,scraped,
religion sora traditional beliefs,IAB23 Religion & Spirituality,0.68,scraped,
religion senoi ethnic religion,IAB23 Religion & Spirituality,0.68,scraped,
religion sarnaism,IAB23 Religion & Spirituality,0.68,scraped,
religion paoch animism,IAB23 Religion & Spirituality,0.68,scraped,
religion saminism movement,IAB23 Religion & Spirituality,0.68,scraped,
religion ka niamtre,IAB23 Religion & Spirituality,0.68,scraped,
religion nocte religion,IAB23 Religion & Spirituality,0.68,scraped,
religion orang kanaq religion,IAB23 Religion & Spirituality,0.68,scraped,
religion semai religion,IAB23 Religion & Spirituality,0.68,scraped,
religion ilocano folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion semaq beri religion,IAB23 Religion & Spirituality,0.68,scraped,
religion gaddang folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion cuyunon folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion capiznon folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion blaan folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion bicolano religion,IAB23 Religion & Spirituality,0.68,scraped,
religion batak folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion kangeanese religion,IAB23 Religion & Spirituality,0.68,scraped,
religion wai apu religion,IAB23 Religion & Spirituality,0.68,scraped,
religion pulahan,IAB23 Religion & Spirituality,0.68,scraped,
religion tboli folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion teduray folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion visayan folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion rapa nui narrative,IAB23 Religion & Spirituality,0.68,scraped,
religion niuean narrative,IAB23 Religion & Spirituality,0.68,scraped,
religion māori religion,IAB23 Religion & Spirituality,0.68,scraped,
religion mangarevan narrative,IAB23 Religion & Spirituality,0.68,scraped,
religion hawaiian religion,IAB23 Religion & Spirituality,0.68,scraped,
religion cook islands narrative,IAB23 Religion & Spirituality,0.68,scraped,
religion nauruan indigenous religion,IAB23 Religion & Spirituality,0.68,scraped,
religion chuukese religion,IAB23 Religion & Spirituality,0.68,scraped,
religion chamorro religion,IAB23 Religion & Spirituality,0.68,scraped,
religion carolinian religion,IAB23 Religion & Spirituality,0.68,scraped,
religion temuan religion,IAB23 Religion & Spirituality,0.68,scraped,
religion nicobarese traditional religion,IAB23 Religion & Spirituality,0.68,scraped,
religion muong ethnic religion,IAB23 Religion & Spirituality,0.68,scraped,
religion mon religion,IAB23 Religion & Spirituality,0.68,scraped,
religion ka niam khasi,IAB23 Religion & Spirituality,0.68,scraped,
religion malaysian folk religiondatuk keramatjakun religionpengarap ibanmelanau religionmomolianismmurut religionorang kanaq religionorang seletar religionsemai religionsemaq beri religiontemuan religion,IAB23 Religion & Spirituality,0.68,scraped,
religion christian science,IAB23 Religion & Spirituality,0.68,scraped,
religion jarai religion,IAB23 Religion & Spirituality,0.68,scraped,
religion chrislam,IAB23 Religion & Spirituality,0.68,scraped,
religion sivananda yoga vedanta centres,IAB23 Religion & Spirituality,0.68,scraped,
religion creation spirituality,IAB23 Religion & Spirituality,0.68,scraped,
religion church of the truth,IAB23 Religion & Spirituality,0.68,scraped,
religion deismcult of the supreme beingenlightenment deismgottgläubigmoralistic therapeutic deismspinozismtheophilanthropy,IAB23 Religion & Spirituality,0.68,scraped,
religion independent scientology,IAB23 Religion & Spirituality,0.68,scraped,
religion universal foundation for better living,IAB23 Religion & Spirituality,0.68,scraped,
religion unity church,IAB23 Religion & Spirituality,0.68,scraped,
religion seicho-no-ie,IAB23 Religion & Spirituality,0.68,scraped,
religion scientologyindependent scientology,IAB23 Religion & Spirituality,0.68,scraped,
religion religious science,IAB23 Religion & Spirituality,0.68,scraped,
religion psychiana,IAB23 Religion & Spirituality,0.68,scraped,
religion jewish science,IAB23 Religion & Spirituality,0.68,scraped,
religion home of truth,IAB23 Religion & Spirituality,0.68,scraped,
religion church of divine science,IAB23 Religion & Spirituality,0.68,scraped,
religion neo-american church,IAB23 Religion & Spirituality,0.68,scraped,
religion the infinite way,IAB23 Religion & Spirituality,0.68,scraped,
religion rainbow family,IAB23 Religion & Spirituality,0.68,scraped,
religion michael teachings,IAB23 Religion & Spirituality,0.68,scraped,
religion mayanism,IAB23 Religion & Spirituality,0.68,scraped,
religion micronesian religioncarolinian religionchamorro religionchuukese religionnauruan indigenous religion,IAB23 Religion & Spirituality,0.68,scraped,
religion polynesian narrativecook islands narrativehawaiian religionmangarevan narrativemāori religionniuean narrativerapa nui narrativesamoan narrativetahitian narrativetongan narrativetuvaluan narrative,IAB23 Religion & Spirituality,0.68,scraped,
religion paiwan shamanism,IAB23 Religion & Spirituality,0.68,scraped,
religion marapu,IAB23 Religion & Spirituality,0.68,scraped,
religion đạo lươngca ongđạo mẫufour palacesthánh trần worship,IAB23 Religion & Spirituality,0.68,scraped,
religion bru religion,IAB23 Religion & Spirituality,0.68,scraped,
religion birhor traditional religion,IAB23 Religion & Spirituality,0.68,scraped,
religion asur religion,IAB23 Religion & Spirituality,0.68,scraped,
religion amis native religion,IAB23 Religion & Spirituality,0.68,scraped,
religion aliran kepercayaan/mythology of indonesiaadat pu'unalukbatak parmalimdayak religionkaharinganjingi tiukejawènkapitayankangeanese religionkaro pemenakendayan religionmarapurejang religionrotenese religionsaminism movementsangirese religionsumbawa religionsundanese wiwitanwai apu religion,IAB23 Religion & Spirituality,0.68,scraped,
religion dayawismbatak folk religionbicolano religionblaan folk religioncapiznon folk religioncuyunon folk religiongaddang folk religionifugao folk religionilocano folk religionitneg folk religionkalinga folk religionkankanaey folk religionkaray-a folk religionmangyan folk religionpalawan folk religionpangasinan folk religionsama bajau folk religionsambal folk religionsubanon folk religiontagalog folk religiontagbanwa folk religionpulahantboli folk religionteduray folk religionvisayan folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion fomba gasy,IAB23 Religion & Spirituality,0.68,scraped,
religion rotenese religion,IAB23 Religion & Spirituality,0.68,scraped,
religion rejang religion,IAB23 Religion & Spirituality,0.68,scraped,
religion kendayan religion,IAB23 Religion & Spirituality,0.68,scraped,
religion sakizaya native religion,IAB23 Religion & Spirituality,0.68,scraped,
religion karo pemena,IAB23 Religion & Spirituality,0.68,scraped,
religion kapitayankangeanese religion,IAB23 Religion & Spirituality,0.68,scraped,
religion kejawèn,IAB23 Religion & Spirituality,0.68,scraped,
religion jingi tiu,IAB23 Religion & Spirituality,0.68,scraped,
religion dayak religionkaharingan,IAB23 Religion & Spirituality,0.68,scraped,
religion batak parmalim,IAB23 Religion & Spirituality,0.68,scraped,
religion aluk,IAB23 Religion & Spirituality,0.68,scraped,
religion adat pu'un,IAB23 Religion & Spirituality,0.68,scraped,
religion tao native religion,IAB23 Religion & Spirituality,0.68,scraped,
religion taivoan animism,IAB23 Religion & Spirituality,0.68,scraped,
religion ifugao folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion sumbawa religion,IAB23 Religion & Spirituality,0.68,scraped,
religion keetoowah society,IAB23 Religion & Spirituality,0.68,scraped,
religion maximon,IAB23 Religion & Spirituality,0.68,scraped,
religion lacandon religion,IAB23 Religion & Spirituality,0.68,scraped,
religion huastec religion,IAB23 Religion & Spirituality,0.68,scraped,
religion cult of the talking cross,IAB23 Religion & Spirituality,0.68,scraped,
religion chuj religion,IAB23 Religion & Spirituality,0.68,scraped,
religion zapotec religion,IAB23 Religion & Spirituality,0.68,scraped,
religion totonac religion,IAB23 Religion & Spirituality,0.68,scraped,
religion tlapanec religion,IAB23 Religion & Spirituality,0.68,scraped,
religion tepehuan beliefs,IAB23 Religion & Spirituality,0.68,scraped,
religion teotihuacan religion,IAB23 Religion & Spirituality,0.68,scraped,
religion talamancan religion,IAB23 Religion & Spirituality,0.68,scraped,
religion purépecha religion,IAB23 Religion & Spirituality,0.68,scraped,
religion ohlone religion,IAB23 Religion & Spirituality,0.68,scraped,
religion esselen beliefs,IAB23 Religion & Spirituality,0.68,scraped,
religion assiniboine religion,IAB23 Religion & Spirituality,0.68,scraped,
religion taensa religion,IAB23 Religion & Spirituality,0.68,scraped,
religion wai-wai religion,IAB23 Religion & Spirituality,0.68,scraped,
religion ute religion,IAB23 Religion & Spirituality,0.68,scraped,
religion tsimshian religion,IAB23 Religion & Spirituality,0.68,scraped,
religion tlingit religion,IAB23 Religion & Spirituality,0.68,scraped,
religion toba religion,IAB23 Religion & Spirituality,0.68,scraped,
religion ticuna shamanism,IAB23 Religion & Spirituality,0.68,scraped,
religion tehuelche religion,IAB23 Religion & Spirituality,0.68,scraped,
religion tapirape shamanism,IAB23 Religion & Spirituality,0.68,scraped,
religion mazatec religion,IAB23 Religion & Spirituality,0.68,scraped,
religion mopan religion,IAB23 Religion & Spirituality,0.68,scraped,
religion itneg folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion q'eqchi' religion,IAB23 Religion & Spirituality,0.68,scraped,
religion four mothers society,IAB23 Religion & Spirituality,0.68,scraped,
religion seneca religion,IAB23 Religion & Spirituality,0.68,scraped,
religion miwok religion,IAB23 Religion & Spirituality,0.68,scraped,
religion muscogee creek religion,IAB23 Religion & Spirituality,0.68,scraped,
religion mohawk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion cherokee beliefsfour mothers societykeetoowah society,IAB23 Religion & Spirituality,0.68,scraped,
religion wari' beliefs,IAB23 Religion & Spirituality,0.68,scraped,
religion taki unquy,IAB23 Religion & Spirituality,0.68,scraped,
religion nazca religion,IAB23 Religion & Spirituality,0.68,scraped,
religion chauvin religion,IAB23 Religion & Spirituality,0.68,scraped,
religion aymara religion,IAB23 Religion & Spirituality,0.68,scraped,
religion selk'nam religion,IAB23 Religion & Spirituality,0.68,scraped,
religion pomo religion,IAB23 Religion & Spirituality,0.68,scraped,
religion maya religionchuj religioncult of the talking crosshuastec religionlacandon religionmazatec religionmaximonmopan religionpech religionq'eqchi' religiontzeltal religiontzotzil religiontzʼutujil religion,IAB23 Religion & Spirituality,0.68,scraped,
religion mixe religion,IAB23 Religion & Spirituality,0.68,scraped,
religion nagualism,IAB23 Religion & Spirituality,0.68,scraped,
religion olmec religion,IAB23 Religion & Spirituality,0.68,scraped,
religion zuni religion,IAB23 Religion & Spirituality,0.68,scraped,
religion hopi beliefs,IAB23 Religion & Spirituality,0.68,scraped,
religion acoma pueblo religion,IAB23 Religion & Spirituality,0.68,scraped,
religion tzʼutujil religion,IAB23 Religion & Spirituality,0.68,scraped,
religion tzotzil religion,IAB23 Religion & Spirituality,0.68,scraped,
religion tzeltal religion,IAB23 Religion & Spirituality,0.68,scraped,
religion tairona religion,IAB23 Religion & Spirituality,0.68,scraped,
religion taino spirituality,IAB23 Religion & Spirituality,0.68,scraped,
religion southeastern ceremonial complex(religion of themississippian culture),IAB23 Religion & Spirituality,0.68,scraped,
religion cahto religion,IAB23 Religion & Spirituality,0.68,scraped,
religion sirenik shamanism,IAB23 Religion & Spirituality,0.68,scraped,
religion yuit shamanism,IAB23 Religion & Spirituality,0.68,scraped,
religion yupik shamanismyuit shamanismsirenik shamanism,IAB23 Religion & Spirituality,0.68,scraped,
religion tanana shamanism,IAB23 Religion & Spirituality,0.68,scraped,
religion inuit religion,IAB23 Religion & Spirituality,0.68,scraped,
religion alaskan shamanism,IAB23 Religion & Spirituality,0.68,scraped,
religion yaruro religion,IAB23 Religion & Spirituality,0.68,scraped,
religion yaqui religion,IAB23 Religion & Spirituality,0.68,scraped,
religion western shoshone religion,IAB23 Religion & Spirituality,0.68,scraped,
religion ancestral pueblo religion (basketmaker iii)(pueblo ii)(pueblo iii)(pueblo iv),IAB23 Religion & Spirituality,0.68,scraped,
religion lakota religionwocekiye,IAB23 Religion & Spirituality,0.68,scraped,
religion samoan narrative,IAB23 Religion & Spirituality,0.68,scraped,
religion kalinga folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion tagbanwa folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion tagalog folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion subanon folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion sambal folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion sama bajau folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion pangasinan folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion palawan folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion mangyan folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion karay-a folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion kankanaey folk religion,IAB23 Religion & Spirituality,0.68,scraped,
religion ojibwe beliefs,IAB23 Religion & Spirituality,0.68,scraped,
religion midewiwin,IAB23 Religion & Spirituality,0.68,scraped,
religion wabunowin,IAB23 Religion & Spirituality,0.68,scraped,
religion wapishana religion,IAB23 Religion & Spirituality,0.68,scraped,
religion sioux religionassiniboine religionlakota religionwocekiye,IAB23 Religion & Spirituality,0.68,scraped,
religion seri religion,IAB23 Religion & Spirituality,0.68,scraped,
religion seminole religion,IAB23 Religion & Spirituality,0.68,scraped,
religion salish narratives,IAB23 Religion & Spirituality,0.68,scraped,
religion rikbaktsa beliefs,IAB23 Religion & Spirituality,0.68,scraped,
religion quechua beliefs,IAB23 Religion & Spirituality,0.68,scraped,
religion q'ero beliefs,IAB23 Religion & Spirituality,0.68,scraped,
religion puruhá religion,IAB23 Religion & Spirituality,0.68,scraped,
religion pueblo religionacoma pueblo religionhopi beliefszuni religionancestral pueblo religion (basketmaker iii)(pueblo ii)(pueblo iii)(pueblo iv),IAB23 Religion & Spirituality,0.68,scraped,
religion powhatan religion,IAB23 Religion & Spirituality,0.68,scraped,
religion warao religion,IAB23 Religion & Spirituality,0.68,scraped,
religion achomawi religion,IAB23 Religion & Spirituality,0.68,scraped,
religion washat dreamers religion,IAB23 Religion & Spirituality,0.68,scraped,
religion wayuu religion,IAB23 Religion & Spirituality,0.68,scraped,
religion wiyot religion,IAB23 Religion & Spirituality,0.68,scraped,
religion mohave religion,IAB23 Religion & Spirituality,0.68,scraped,
religion northern paiute beliefs,IAB23 Religion & Spirituality,0.68,scraped,
religion kumeyaay beliefs,IAB23 Religion & Spirituality,0.68,scraped,
religion kuksucahto religionesselen beliefsmiwok religionohlone religionpomo religion,IAB23 Religion & Spirituality,0.68,scraped,
religion hupa beliefs,IAB23 Religion & Spirituality,0.68,scraped,
religion cahuilla religion,IAB23 Religion & Spirituality,0.68,scraped,
religion acjachemen religion,IAB23 Religion & Spirituality,0.68,scraped,
religion belarusian greek catholic church,IAB23 Religion & Spirituality,0.68,scraped,
